Age,Gender,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Calories_Burned,Fat_Percentage,Water_Intake_liters,Workout_Frequency,Experience_Level,BMI,Workout_Type_HIIT,Workout_Type_Strength,Workout_Type_Yoga,Heart_Rate_Reserve,Calories_per_Hour,Hydration_Score
36,0,57.3,1.64,164,157,70,1.13,887.0,25.3,1.8,4,2,21.3,False,True,False,94,778.0701754385966,7.2
43,0,48.4,1.61,190,127,69,1.28,732.0,34.1,2.4,2,1,18.67,False,False,False,121,567.4418604651163,4.8
20,1,76.4,1.62,168,132,51,1.35,980.0,21.2,2.6,4,2,29.11,False,False,False,117,720.5882352941176,10.4
36,1,110.2,1.77,191,156,74,1.19,1021.0,26.5,3.4,2,1,35.18,True,False,False,117,850.8333333333334,6.8
37,0,72.9,1.76,192,121,52,1.21,732.0,27.5,1.9,3,2,23.53,False,True,False,140,600.0,5.699999999999999
49,1,82.1,1.86,162,160,64,1.87,1481.0,14.2,3.5,4,3,23.73,False,True,False,98,787.7659574468084,14.0
24,0,58.9,1.76,189,130,73,0.63,410.0,30.1,1.7,3,1,19.01,True,False,False,116,640.625,5.1
58,1,82.2,1.87,171,143,55,1.57,1111.0,10.7,3.5,4,3,23.51,True,False,False,116,703.1645569620252,14.0
50,1,96.7,1.72,188,125,62,1.46,903.0,25.7,2.7,3,2,32.69,False,True,False,126,614.2857142857143,8.100000000000001
57,1,81.4,1.86,162,145,70,1.8,1292.0,12.0,3.5,5,3,23.53,False,False,False,92,713.8121546961326,17.5
56,1,107.8,1.73,185,126,50,1.09,680.0,26.6,2.8,3,2,36.02,False,False,True,135,618.1818181818181,8.399999999999999
35,0,65.8,1.62,189,158,69,1.0,790.0,33.8,1.5,4,2,25.07,False,False,False,120,782.1782178217821,6.0
57,0,68.5,1.56,168,138,68,1.45,900.0,29.1,1.6,4,2,28.15,True,False,False,100,616.4383561643835,6.4
18,0,63.9,1.59,185,125,50,1.87,1169.0,16.4,2.7,4,3,25.28,False,True,False,135,621.8085106382979,10.8
28,1,76.3,1.62,161,162,70,1.16,1034.0,20.1,2.3,3,2,29.07,False,True,False,91,883.7606837606838,6.8999999999999995
45,0,44.5,1.65,162,148,71,1.44,959.0,30.7,1.6,3,1,16.35,False,False,True,91,661.3793103448276,4.800000000000001
42,0,50.7,1.75,163,162,51,1.29,940.0,29.0,1.9,3,2,16.56,False,True,False,112,723.0769230769231,5.699999999999999
40,0,55.1,1.61,184,158,64,1.55,1224.0,16.9,2.7,4,3,21.26,False,False,True,120,784.6153846153846,10.8
48,1,73.7,1.61,172,121,63,1.36,815.0,21.8,3.6,4,2,28.43,False,False,False,109,594.8905109489051,14.4
47,1,55.6,1.77,198,138,68,1.2,820.0,24.3,2.9,4,2,17.75,False,False,False,130,677.6859504132232,11.6
59,1,86.9,1.76,194,123,60,1.13,688.0,29.8,3.1,3,2,28.05,False,True,False,134,603.5087719298247,9.3
52,0,60.3,1.68,182,125,64,1.6,900.0,16.5,2.7,4,3,21.36,False,True,False,118,559.0062111801242,10.8
24,0,40.4,1.64,168,168,55,0.99,832.0,31.0,1.9,2,1,15.02,True,False,False,113,832.0,3.8
33,0,78.5,1.66,161,156,69,1.29,1006.0,32.8,1.9,4,2,28.49,True,False,False,92,773.8461538461538,7.6
43,1,102.6,1.72,190,147,58,0.82,597.0,27.5,2.0,2,1,34.68,False,True,False,132,719.277108433735,4.0
19,1,110.8,1.91,161,149,54,1.31,1074.0,23.3,2.9,2,1,30.37,False,True,False,107,813.6363636363636,5.8
18,0,60.9,1.79,191,126,69,1.11,699.0,31.1,2.1,2,1,19.01,False,False,False,122,624.1071428571428,4.2
29,1,55.7,1.61,177,128,51,1.41,993.0,28.7,2.3,3,1,21.49,False,True,False,126,699.2957746478874,6.8999999999999995
22,1,110.5,1.92,172,144,55,1.16,919.0,20.2,3.3,3,2,29.98,True,False,False,117,785.4700854700856,9.899999999999999
54,1,55.2,1.71,164,152,67,0.77,579.0,24.4,2.8,2,1,18.88,False,False,False,97,742.3076923076923,5.6
49,1,46.5,1.72,169,120,72,1.4,832.0,22.2,2.6,4,2,15.72,False,False,True,97,590.0709219858156,10.4
26,0,70.9,1.66,184,125,68,0.81,506.0,28.9,1.7,3,1,25.73,True,False,False,116,617.0731707317073,5.1
58,1,74.6,1.75,193,137,58,1.09,739.0,24.2,2.9,2,1,24.36,True,False,False,135,671.8181818181818,5.8
52,1,45.1,1.72,196,129,70,0.93,594.0,27.5,3.3,2,1,15.24,False,False,False,126,631.9148936170212,6.6
36,1,99.9,1.99,189,147,73,1.33,1075.0,20.9,2.5,3,1,25.23,False,False,True,116,802.2388059701492,7.5
33,1,117.0,1.61,166,130,55,1.04,744.0,25.1,2.4,3,2,45.14,True,False,False,111,708.5714285714286,7.199999999999999
20,0,75.9,1.73,165,152,63,1.39,1056.0,30.6,2.1,4,2,25.36,False,True,False,102,754.2857142857143,8.4
37,0,71.2,1.64,162,120,73,1.11,666.0,29.9,1.7,3,2,26.47,True,False,False,89,594.6428571428571,5.1
41,1,78.8,1.72,172,132,62,1.01,660.0,27.3,3.1,4,2,26.64,False,False,False,110,647.0588235294117,12.4
50,1,50.6,1.69,162,156,60,1.31,1012.0,23.8,3.0,2,1,17.72,False,False,False,102,766.6666666666666,6.0
41,1,82.5,1.79,185,139,61,1.69,1163.0,14.7,3.5,4,3,25.75,False,False,False,124,684.1176470588235,14.0
28,1,108.5,1.79,183,120,68,1.33,878.0,24.8,2.1,4,2,33.86,True,False,False,115,655.2238805970148,8.4
25,1,49.9,1.98,165,122,68,1.15,772.0,25.7,2.1,3,2,12.73,False,False,True,97,665.5172413793103,6.300000000000001
53,1,125.1,1.91,171,137,70,0.52,353.0,28.3,3.1,2,1,34.29,False,True,False,101,666.0377358490566,6.2
55,0,79.7,1.66,195,160,68,1.06,763.0,27.8,1.9,2,1,28.92,False,False,False,127,713.0841121495326,3.8
57,1,126.8,1.63,161,133,73,0.96,632.0,20.8,2.1,2,1,47.72,False,False,True,88,651.5463917525774,4.2
37,0,54.6,1.57,170,150,62,1.31,982.0,32.1,2.4,3,1,22.15,False,True,False,108,743.9393939393939,7.199999999999999
52,0,47.8,1.54,198,146,63,1.34,880.0,29.8,1.9,3,2,20.16,False,False,False,135,651.8518518518518,5.699999999999999
42,1,97.9,1.91,193,136,73,1.01,680.0,29.0,2.8,3,2,26.84,False,True,False,120,666.6666666666666,8.399999999999999
52,0,63.1,1.54,185,165,67,1.36,1010.0,34.8,1.8,3,2,26.61,False,True,False,118,737.2262773722628,5.4
42,0,72.4,1.69,177,148,61,1.07,713.0,29.0,2.3,3,2,25.35,False,False,True,116,660.1851851851851,6.8999999999999995
46,0,58.9,1.7,180,155,53,1.52,1060.0,17.1,2.7,4,3,20.38,False,True,False,127,692.8104575163399,10.8
35,0,50.4,1.6,195,156,59,1.03,803.0,29.1,1.9,4,2,19.69,False,False,False,136,772.1153846153846,7.6
35,0,64.2,1.59,199,145,66,1.63,1182.0,16.6,2.7,5,3,25.39,False,False,True,133,720.7317073170732,13.5
19,0,58.8,1.77,181,136,53,1.4,952.0,32.8,2.7,2,1,18.77,True,False,False,128,675.1773049645391,5.4
52,1,105.2,1.62,189,141,61,1.36,949.0,27.6,3.2,3,1,40.09,True,False,False,128,692.7007299270073,9.600000000000001
33,0,45.9,1.5,189,144,62,0.92,662.0,29.8,1.7,3,1,20.4,False,False,True,127,711.8279569892472,5.1
58,0,65.2,1.63,167,121,53,1.12,610.0,25.4,2.0,3,2,24.54,True,False,False,114,539.8230088495575,6.0
53,0,56.3,1.79,193,141,59,1.52,964.0,16.5,2.7,5,3,17.57,False,True,False,134,630.0653594771242,13.5
50,1,90.0,1.7,168,124,74,0.81,497.0,22.9,2.7,2,1,31.14,False,False,False,94,606.0975609756097,5.4
21,0,60.0,1.7,179,123,52,1.97,1212.0,19.1,2.7,5,3,20.76,False,True,False,127,612.1212121212121,13.5
50,1,51.5,1.71,199,155,64,1.48,1136.0,20.9,2.9,2,1,17.61,False,False,True,135,762.4161073825503,5.8
31,0,63.1,1.64,184,125,51,1.54,962.0,19.0,2.7,4,3,23.46,False,False,False,133,620.6451612903226,10.8
38,1,91.5,1.77,178,140,74,0.8,616.0,26.7,3.4,2,1,29.21,False,False,True,104,760.4938271604938,6.8
37,1,48.7,1.67,164,132,74,1.39,1009.0,27.3,3.0,2,1,17.46,False,False,True,90,720.7142857142858,6.0
25,0,57.8,1.56,170,156,66,1.35,1053.0,29.3,1.6,3,2,23.75,False,False,True,104,774.2647058823529,4.800000000000001
24,0,42.0,1.75,174,144,55,0.83,598.0,31.8,2.3,3,1,13.71,False,True,False,119,711.9047619047619,6.8999999999999995
20,1,128.4,1.92,167,145,57,0.63,502.0,26.1,2.0,2,1,34.83,False,False,False,110,784.375,4.0
34,0,74.2,1.57,178,158,52,1.47,1161.0,32.7,2.4,3,1,30.1,False,False,False,126,784.4594594594595,7.199999999999999
50,1,89.6,1.68,182,139,74,1.79,1232.0,12.2,3.5,5,3,31.75,False,False,False,108,684.4444444444445,17.5
29,1,125.9,2.0,186,152,67,1.36,1137.0,24.7,3.1,4,2,31.48,False,True,False,119,829.92700729927,12.4
39,1,105.5,1.99,199,133,71,0.81,593.0,26.4,2.5,2,1,26.64,True,False,False,128,723.170731707317,5.0
39,1,93.4,1.7,191,155,50,1.1,938.0,21.1,2.5,4,2,32.32,False,True,False,141,845.045045045045,10.0
47,1,82.1,1.84,185,136,65,1.37,922.0,24.4,3.4,4,2,24.25,False,True,False,120,668.1159420289855,13.6
55,0,42.9,1.69,186,140,56,0.9,567.0,34.7,2.4,2,1,15.02,False,False,True,130,623.0769230769231,4.8
55,1,128.4,1.68,178,165,52,1.13,923.0,20.4,2.6,4,2,45.49,False,False,False,126,809.6491228070176,10.4
25,1,112.4,1.96,188,135,72,1.42,1054.0,23.2,2.5,2,1,29.26,False,False,False,116,737.0629370629371,5.0
44,0,77.7,1.79,198,165,53,1.41,1047.0,28.1,2.2,3,1,24.25,True,False,False,145,737.3239436619718,6.6000000000000005
44,1,89.3,1.99,192,135,58,1.4,936.0,26.3,2.0,4,2,22.55,True,False,False,134,663.8297872340426,8.0
51,0,70.3,1.55,178,139,54,1.4,876.0,26.1,1.6,3,1,29.26,False,False,True,124,621.2765957446809,4.800000000000001
38,0,59.1,1.72,196,148,68,1.07,792.0,31.3,1.7,3,2,19.98,False,False,False,128,733.3333333333333,5.1
47,0,49.9,1.69,178,147,64,1.48,979.0,26.0,1.7,3,2,17.47,True,False,False,114,657.0469798657718,5.1
50,1,101.7,1.67,192,127,57,0.53,333.0,20.9,2.9,2,1,36.47,True,False,False,135,616.6666666666666,5.8
45,1,93.0,1.91,175,143,55,1.03,729.0,27.3,3.7,3,2,25.49,False,False,False,120,700.9615384615385,11.100000000000001
50,1,87.4,1.6,182,122,67,0.77,465.0,23.2,3.1,2,1,34.14,False,True,False,115,596.1538461538462,6.2
22,0,55.1,1.61,166,144,68,1.62,1166.0,19.9,2.7,4,3,21.26,True,False,False,98,715.3374233128834,10.8
36,1,123.7,1.69,185,138,73,1.3,987.0,20.4,2.1,4,2,43.31,False,False,False,112,753.4351145038167,8.4
21,0,61.3,1.57,191,152,64,1.94,1474.0,17.2,2.7,4,3,24.87,True,False,False,127,755.8974358974359,10.8
52,1,72.3,1.94,171,121,56,1.46,874.0,21.1,2.9,3,2,19.21,False,False,True,115,594.5578231292517,8.7
34,0,69.2,1.53,167,134,59,1.36,911.0,28.5,2.1,2,1,29.56,True,False,False,108,664.963503649635,4.2
45,1,81.4,1.61,164,141,55,1.14,796.0,30.0,2.2,4,2,31.4,False,False,False,109,692.1739130434784,8.8
47,1,84.8,1.86,187,129,63,1.85,1181.0,14.4,3.5,5,3,24.51,True,False,False,124,634.9462365591397,17.5
46,1,55.1,1.72,164,137,66,1.43,970.0,20.5,3.6,3,2,18.62,False,False,True,98,673.6111111111111,10.8
23,0,59.0,1.78,185,141,58,1.67,1177.0,17.8,2.7,5,3,18.62,False,False,True,127,700.5952380952381,13.5
52,0,64.9,1.51,164,165,68,1.83,1359.0,18.2,2.7,4,3,28.46,True,False,False,96,738.5869565217391,10.8
58,1,109.7,1.75,181,168,54,1.01,840.0,22.1,2.7,2,1,35.82,True,False,False,127,823.5294117647059,5.4
54,1,78.4,1.9,174,146,72,0.81,585.0,21.5,3.7,2,1,21.72,False,False,True,102,713.4146341463414,7.4
41,0,76.7,1.79,172,132,56,1.4,832.0,34.0,2.0,4,2,23.94,False,False,True,116,590.0709219858156,8.0
46,0,63.1,1.61,187,152,68,1.0,684.0,34.7,2.2,4,2,24.34,False,True,False,119,677.2277227722773,8.8
48,0,62.9,1.58,192,124,69,1.98,1105.0,20.0,2.7,4,3,25.2,False,True,False,123,555.2763819095477,10.8
52,1,85.6,1.74,182,145,56,1.84,1321.0,13.9,3.5,4,3,28.27,False,False,True,126,714.0540540540541,14.0
50,0,66.3,1.57,192,132,73,1.25,742.0,31.6,1.6,2,1,26.9,True,False,False,119,588.8888888888889,3.2
38,1,61.3,1.97,177,146,51,1.37,1100.0,23.5,2.8,3,1,15.8,False,False,False,126,797.1014492753623,8.399999999999999
49,0,44.1,1.65,189,133,74,1.16,694.0,26.7,1.8,4,2,16.2,True,False,False,115,593.1623931623932,7.2
40,1,63.8,1.62,185,143,72,1.3,1022.0,20.8,3.4,2,1,24.31,True,False,False,113,780.1526717557251,6.8
50,0,55.4,1.55,175,122,65,1.85,1016.0,18.5,2.7,4,3,23.06,False,True,False,110,546.236559139785,10.8
20,0,74.7,1.58,172,166,62,1.04,863.0,32.8,2.4,3,2,29.92,False,True,False,110,821.9047619047619,7.199999999999999
35,0,78.0,1.67,198,168,57,1.13,949.0,33.3,2.5,4,2,27.97,False,True,False,141,832.4561403508773,10.0
42,0,57.5,1.67,192,149,55,1.14,764.0,34.1,2.4,2,1,20.62,False,False,True,137,664.3478260869566,4.8
59,0,60.7,1.73,185,154,55,1.03,714.0,33.8,2.5,3,2,20.28,False,False,True,130,686.5384615384615,7.5
48,1,69.0,1.74,160,167,58,1.48,1223.0,30.0,2.3,3,2,22.79,True,False,False,102,820.8053691275168,6.8999999999999995
20,0,75.8,1.78,197,133,53,1.42,944.0,27.4,2.0,4,2,23.92,True,False,False,144,660.1398601398602,8.0
57,0,75.7,1.63,161,131,60,0.69,407.0,32.6,2.3,3,1,28.49,False,False,False,101,581.4285714285714,6.8999999999999995
41,0,71.2,1.64,165,147,54,1.42,939.0,30.9,2.3,3,2,26.47,True,False,False,111,656.6433566433567,6.8999999999999995
49,1,85.0,1.68,197,163,74,1.82,1468.0,11.3,3.5,4,3,30.12,True,False,False,123,802.1857923497267,14.0
39,0,63.6,1.56,183,148,66,1.22,903.0,34.8,2.4,2,1,26.13,False,True,False,117,734.1463414634146,4.8
40,1,73.2,1.94,177,162,69,0.81,722.0,29.0,2.4,2,1,19.45,False,True,False,108,880.4878048780487,4.8
19,0,48.3,1.52,186,136,56,0.96,653.0,26.3,1.6,2,1,20.91,False,True,False,130,673.1958762886599,3.2
44,0,42.8,1.78,167,159,64,1.49,1066.0,25.3,2.6,3,2,13.51,False,True,False,103,710.6666666666666,7.800000000000001
59,1,88.1,1.76,187,168,74,1.35,1123.0,26.9,3.0,3,2,28.44,False,True,False,113,825.735294117647,9.0
19,0,72.4,1.75,169,140,64,1.2,840.0,31.0,1.7,4,2,23.64,False,False,False,105,694.2148760330579,6.8
43,1,73.2,1.88,176,142,63,1.17,822.0,29.4,3.3,3,1,20.71,False,False,False,113,696.6101694915254,9.899999999999999
34,1,110.5,1.86,188,139,62,1.42,1086.0,22.3,3.6,2,1,31.94,False,False,False,126,759.4405594405595,7.2
57,0,46.1,1.76,165,130,60,1.44,842.0,25.8,1.7,3,2,14.88,False,True,False,105,580.6896551724138,5.1
50,1,90.8,1.71,173,153,62,1.07,810.0,22.6,3.4,4,2,31.05,False,False,True,111,750.0,13.6
26,0,59.3,1.51,181,129,71,1.7,1096.0,15.1,2.7,5,3,26.01,False,True,False,110,640.9356725146199,13.5
56,0,45.1,1.73,165,129,73,0.83,482.0,25.4,2.6,3,1,15.07,False,True,False,92,573.8095238095239,7.800000000000001
46,1,45.0,1.77,185,162,58,1.48,1187.0,29.1,3.6,3,2,14.36,False,False,False,127,796.6442953020135,10.8
59,1,89.4,1.62,198,125,59,1.43,885.0,23.5,3.6,3,2,34.06,False,True,False,139,614.5833333333334,10.8
43,1,127.7,1.69,171,155,53,1.14,875.0,24.1,2.9,3,2,44.71,False,False,False,118,760.8695652173914,8.7
52,1,70.9,1.72,194,143,66,1.31,927.0,20.2,2.6,3,2,23.97,False,True,False,128,702.2727272727273,7.800000000000001
42,0,49.2,1.5,173,131,63,1.15,678.0,27.7,1.5,3,2,21.87,True,False,False,110,584.4827586206897,4.5
41,0,62.3,1.79,181,162,73,1.99,1451.0,19.0,2.7,5,3,19.44,False,False,True,108,725.5,13.5
30,1,64.1,1.87,182,142,67,0.64,500.0,26.2,2.1,2,1,18.33,False,False,True,115,769.2307692307692,4.2
24,0,69.7,1.75,166,146,60,1.41,1029.0,32.5,2.0,3,1,22.76,False,False,False,106,724.6478873239437,6.0
53,0,56.9,1.59,199,164,65,1.49,1100.0,29.5,2.0,3,2,22.51,True,False,False,134,733.3333333333334,6.0
37,0,53.0,1.71,184,156,50,1.13,881.0,28.1,1.7,4,2,18.13,False,False,True,134,772.8070175438597,6.8
18,0,72.7,1.55,172,125,56,0.84,525.0,29.8,2.0,3,1,30.26,False,False,False,116,617.6470588235294,6.0
25,1,76.5,1.96,180,120,59,0.67,442.0,23.2,2.3,3,1,19.91,False,True,False,121,650.0,6.8999999999999995
33,1,113.6,1.99,169,125,58,1.38,949.0,28.4,3.4,2,1,28.69,False,True,False,111,682.7338129496403,6.8
31,0,62.5,1.62,168,169,74,1.56,1318.0,16.5,2.7,4,3,23.81,True,False,False,94,839.4904458598726,10.8
29,1,95.2,1.86,174,141,52,0.64,496.0,26.6,2.5,2,1,27.52,False,False,True,122,763.0769230769231,5.0
40,1,51.7,1.82,161,160,71,0.9,792.0,21.4,3.0,3,1,15.61,False,True,False,90,870.3296703296703,9.0
32,1,105.3,1.67,184,143,72,0.57,448.0,26.9,2.9,3,1,37.76,False,False,False,112,772.4137931034484,8.7
45,0,71.2,1.68,172,144,63,1.37,888.0,34.1,1.6,3,1,25.23,False,True,False,109,643.4782608695651,4.800000000000001
51,0,78.1,1.51,193,134,74,0.92,555.0,31.1,2.6,3,1,34.25,False,True,False,119,596.7741935483871,7.800000000000001
19,0,50.6,1.68,193,145,64,1.21,877.0,30.6,2.1,3,2,17.93,False,False,True,129,718.8524590163935,6.300000000000001
49,1,70.2,1.89,194,127,51,0.7,440.0,29.6,2.6,3,1,19.65,False,False,True,143,619.7183098591549,7.800000000000001
40,0,62.6,1.53,197,143,73,1.93,1380.0,18.1,2.7,5,3,26.74,False,False,False,124,711.340206185567,13.5
39,0,60.6,1.65,162,167,63,0.92,768.0,27.6,1.7,3,1,22.26,True,False,False,99,825.8064516129032,5.1
42,1,76.4,1.97,165,157,65,1.14,886.0,22.9,2.6,3,2,19.69,True,False,False,100,770.4347826086957,7.800000000000001
39,0,63.3,1.71,178,125,56,1.88,1175.0,18.5,2.7,4,3,21.65,False,True,False,122,621.6931216931217,10.8
39,0,68.6,1.64,162,154,53,1.33,1024.0,32.4,1.5,3,2,25.51,False,False,False,109,764.1791044776119,4.5
59,1,123.3,1.88,177,161,67,1.3,1036.0,23.0,2.6,4,2,34.89,True,False,False,110,790.8396946564885,10.4
23,1,107.0,1.94,198,120,73,1.35,891.0,23.5,2.9,2,1,28.43,True,False,False,125,655.1470588235294,5.8
32,1,68.3,1.92,168,165,54,1.42,1289.0,29.9,3.5,2,1,18.53,False,True,False,114,901.3986013986014,7.0
54,0,47.8,1.6,171,155,55,1.19,830.0,26.0,2.3,4,2,18.67,False,False,False,116,691.6666666666667,9.2
50,0,58.4,1.79,164,131,56,1.6,943.0,17.0,2.7,4,3,18.23,True,False,False,108,585.7142857142857,10.8
25,0,74.3,1.71,162,157,64,1.43,1123.0,25.6,1.6,3,2,25.41,False,False,True,98,779.8611111111111,4.800000000000001
22,1,106.8,1.82,170,130,50,1.0,715.0,28.2,2.3,4,2,32.24,False,False,True,120,707.9207920792079,9.2
56,1,125.5,1.8,189,131,73,1.26,817.0,20.9,2.7,4,2,38.73,False,True,False,116,643.3070866141733,10.8
21,0,55.2,1.55,163,161,53,1.37,1103.0,31.7,1.7,4,2,22.98,False,True,False,110,799.2753623188405,6.8
23,0,71.4,1.72,164,169,74,1.25,1056.0,25.6,1.5,2,1,24.13,False,True,False,90,838.0952380952381,3.0
49,1,77.7,1.61,160,158,50,1.03,806.0,26.7,3.4,3,2,29.98,False,True,False,110,775.0,10.2
47,1,88.4,1.6,186,126,60,1.86,1160.0,14.2,3.5,5,3,34.53,True,False,False,126,620.3208556149732,17.5
52,1,104.8,1.99,187,130,67,0.93,598.0,24.0,2.0,2,1,26.46,False,False,False,120,636.1702127659574,4.0
57,1,82.2,1.69,188,155,63,1.15,882.0,25.2,3.4,4,2,28.78,False,True,False,125,760.344827586207,13.6
33,0,68.2,1.75,177,150,71,0.85,638.0,29.0,1.7,2,1,22.27,False,True,False,106,741.8604651162791,3.4
30,1,91.4,1.99,171,152,60,1.37,1145.0,23.0,3.7,3,2,23.08,True,False,False,111,829.7101449275361,11.100000000000001
59,0,42.1,1.65,172,132,59,1.22,725.0,33.0,2.2,2,1,15.46,False,True,False,113,589.4308943089432,4.4
47,0,68.7,1.76,161,137,66,1.37,845.0,27.7,2.4,3,2,22.18,False,True,False,95,612.3188405797101,7.199999999999999
36,0,47.2,1.74,196,160,53,1.5,1200.0,32.2,1.6,4,2,15.59,False,False,False,143,794.7019867549669,6.4
34,1,92.0,1.76,175,143,73,0.73,574.0,22.1,3.5,3,1,29.7,False,False,True,102,775.6756756756757,10.5
36,1,56.2,1.95,183,128,64,1.09,767.0,22.5,3.4,4,2,14.78,False,True,False,119,697.2727272727273,13.6
45,1,58.4,1.72,194,150,65,1.31,973.0,23.4,3.1,4,2,19.74,True,False,False,129,737.1212121212121,12.4
43,1,82.9,1.95,181,160,70,1.9,1505.0,12.9,3.5,5,3,21.8,False,False,False,111,787.9581151832462,17.5
54,0,66.9,1.74,195,129,62,1.24,720.0,29.5,2.1,2,1,22.1,True,False,False,133,576.0,4.2
43,1,66.3,1.85,170,121,58,1.18,707.0,27.5,3.2,2,1,19.37,False,False,False,112,594.1176470588235,6.4
40,1,93.6,1.93,188,157,60,1.38,1192.0,22.1,2.0,3,1,25.13,False,False,False,128,857.5539568345324,6.0
26,0,64.1,1.5,194,134,60,1.93,1293.0,15.1,2.7,5,3,28.49,False,True,False,134,666.4948453608248,13.5
29,1,86.7,1.62,174,122,55,1.52,1020.0,13.9,3.5,4,3,33.04,False,True,False,119,666.6666666666666,14.0
18,0,62.0,1.59,190,162,50,1.23,996.0,33.2,2.2,4,2,24.52,False,True,False,140,803.2258064516129,8.8
18,0,58.1,1.61,175,150,71,1.9,1425.0,15.3,2.7,4,3,22.41,False,False,True,104,746.0732984293194,10.8
51,0,64.9,1.6,169,125,55,1.49,838.0,31.1,2.5,4,2,25.35,False,False,True,114,558.6666666666666,10.0
49,0,69.3,1.62,191,122,62,1.14,626.0,28.8,1.9,4,2,26.41,True,False,False,129,544.3478260869566,7.6
42,0,42.7,1.74,161,130,71,1.04,608.0,32.9,1.6,3,1,14.1,False,True,False,90,579.047619047619,4.800000000000001
57,0,51.4,1.63,183,134,73,1.2,724.0,33.7,2.0,4,2,19.35,False,False,True,110,598.3471074380166,8.0
18,0,67.4,1.6,182,164,71,0.6,492.0,33.5,2.4,3,1,26.33,False,True,False,111,806.5573770491803,7.199999999999999
33,0,55.6,1.61,161,147,54,1.77,1301.0,18.9,2.7,4,3,21.45,False,False,True,107,730.8988764044943,10.8
56,1,125.3,1.86,197,129,64,1.0,639.0,22.7,2.2,3,2,36.22,False,False,True,133,632.6732673267327,6.6000000000000005
22,1,102.1,1.85,190,157,67,1.48,1278.0,28.1,2.4,4,2,29.83,False,False,False,123,857.7181208053692,9.6
39,1,61.9,1.77,199,166,69,1.32,1205.0,25.3,2.3,3,1,19.76,False,True,False,130,906.0150375939849,6.8999999999999995
46,1,108.8,1.64,185,169,63,1.4,1171.0,20.5,3.4,3,1,40.45,False,True,False,122,830.4964539007093,10.2
20,0,51.1,1.58,188,169,64,0.5,422.0,29.6,1.6,2,1,20.47,False,False,True,124,827.4509803921568,3.2
29,1,81.7,1.99,162,126,54,1.45,1005.0,29.4,3.2,2,1,20.63,False,True,False,108,688.3561643835617,6.4
43,0,42.7,1.66,173,134,53,0.73,440.0,33.9,1.9,2,1,15.5,False,False,True,120,594.5945945945946,3.8
33,1,81.8,1.99,184,137,51,1.59,1198.0,10.5,3.5,4,3,20.66,False,True,False,133,748.75,14.0
54,1,54.6,1.76,160,137,56,1.28,868.0,27.4,3.3,4,2,17.63,False,False,False,104,672.8682170542636,13.2
39,1,107.7,1.88,162,160,59,0.72,634.0,28.1,3.6,2,1,30.47,False,True,False,103,868.4931506849315,7.2
46,0,56.9,1.6,185,143,65,0.88,566.0,27.7,1.6,3,1,22.23,False,False,False,120,635.9550561797753,4.800000000000001
31,1,78.8,1.71,177,121,59,1.49,992.0,24.7,2.5,4,2,26.95,True,False,False,118,661.3333333333334,10.0
45,0,48.2,1.64,168,159,67,1.25,894.0,32.1,2.5,4,2,17.92,False,True,False,101,709.5238095238095,10.0
22,0,50.7,1.59,197,139,66,1.27,883.0,29.4,1.8,3,2,20.05,False,True,False,131,689.84375,5.4
47,1,86.6,1.99,182,153,70,1.98,1500.0,10.6,3.5,4,3,21.87,False,True,False,112,753.7688442211055,14.0
22,1,96.3,1.63,180,162,62,1.35,1203.0,27.1,2.4,4,2,36.25,False,False,False,118,884.5588235294117,9.6
29,1,80.8,1.98,160,145,50,1.65,1316.0,14.6,3.5,5,3,20.61,False,True,False,110,792.7710843373494,17.5
33,0,58.0,1.53,180,126,50,1.84,1159.0,18.3,2.7,5,3,24.78,False,True,False,130,626.4864864864865,13.5
43,1,95.9,1.85,186,157,64,1.28,995.0,27.7,3.4,2,1,28.02,False,False,True,122,771.3178294573643,6.8
43,0,61.5,1.58,165,149,50,1.86,1247.0,16.8,2.7,5,3,24.64,True,False,False,115,666.8449197860962,13.5
38,0,40.6,1.79,195,161,55,0.62,499.0,26.8,2.7,2,1,12.67,False,False,False,140,792.063492063492,5.4
56,1,82.5,1.87,187,124,74,1.51,927.0,13.2,3.5,5,3,23.59,False,False,True,113,609.8684210526316,17.5
53,1,105.1,1.84,176,130,62,0.69,444.0,23.3,2.9,3,1,31.04,False,False,False,114,634.2857142857143,8.7
50,0,58.1,1.58,199,120,50,1.93,1042.0,19.3,2.7,5,3,23.27,False,False,True,149,537.1134020618557,13.5
47,0,61.0,1.76,162,153,54,1.54,1060.0,15.6,2.7,5,3,19.69,True,False,False,108,683.8709677419355,13.5
54,0,64.5,1.53,171,120,58,1.74,940.0,17.2,2.7,4,3,27.55,False,False,True,113,537.1428571428571,10.8
40,1,58.2,1.98,198,138,74,1.43,1085.0,24.0,2.5,3,2,14.85,False,False,False,124,753.4722222222223,7.5
27,0,69.5,1.76,171,121,66,0.94,569.0,34.4,2.0,3,1,22.44,False,True,False,105,598.9473684210527,6.0
22,1,62.2,1.84,161,140,65,0.51,393.0,21.5,2.3,3,1,18.37,False,True,False,96,755.7692307692307,6.8999999999999995
53,0,68.0,1.7,181,139,57,1.06,663.0,25.1,2.4,4,2,23.53,True,False,False,124,619.626168224299,9.6
